category,sales,category_total_sales
Furniture,5,4110884.0
Furniture,160,4110884.0
Furniture,102,4110884.0
Furniture,390,4110884.0
Furniture,14,4110884.0
Furniture,32,4110884.0
Furniture,424,4110884.0
Furniture,20,4110884.0
Furniture,31,4110884.0
Furniture,35,4110884.0
Furniture,78,4110884.0
Furniture,387,4110884.0
Furniture,45,4110884.0
Furniture,53,4110884.0
Furniture,131,4110884.0
Furniture,20,4110884.0
Furniture,97,4110884.0
Furniture,832,4110884.0
Furniture,390,4110884.0
Furniture,162,4110884.0
Furniture,170,4110884.0
Furniture,562,4110884.0
Furniture,73,4110884.0
Furniture,210,4110884.0
Furniture,17,4110884.0
Furniture,79,4110884.0
Furniture,132,4110884.0
Furniture,692,4110884.0
Furniture,663,4110884.0
Furniture,33,4110884.0
Furniture,218,4110884.0
Furniture,89,4110884.0
Furniture,16,4110884.0
Furniture,20,4110884.0
Furniture,12,4110884.0
Furniture,10,4110884.0
Furniture,314,4110884.0
Furniture,97,4110884.0
Furniture,643,4110884.0
Furniture,7,4110884.0
Furniture,44,4110884.0
Furniture,304,4110884.0
Furniture,12,4110884.0
Furniture,20,4110884.0
Furniture,34,4110884.0
Furniture,24,4110884.0
Furniture,102,4110884.0
Furniture,242,4110884.0
Furniture,218,4110884.0
Furniture,181,4110884.0
Furniture,73,4110884.0
Furniture,210,4110884.0
Furniture,90,4110884.0
Furniture,91,4110884.0
Furniture,72,4110884.0
Furniture,590,4110884.0
Furniture,70,4110884.0
Furniture,146,4110884.0
Furniture,66,4110884.0
Furniture,128,4110884.0
Furniture,181,4110884.0
Furniture,935,4110884.0
Furniture,183,4110884.0
Furniture,120,4110884.0
Furniture,527,4110884.0
Furniture,722,4110884.0
Furniture,148,4110884.0
Furniture,1337,4110884.0
Furniture,1782,4110884.0
Furniture,359,4110884.0
Furniture,524,4110884.0
Furniture,557,4110884.0
Furniture,638,4110884.0
Furniture,241,4110884.0
Furniture,177,4110884.0
Furniture,1875,4110884.0
Furniture,673,4110884.0
Furniture,308,4110884.0
Furniture,155,4110884.0
Furniture,2314,4110884.0
Furniture,240,4110884.0
Furniture,1488,4110884.0
Furniture,802,4110884.0
Furniture,1194,4110884.0
Furniture,310,4110884.0
Furniture,436,4110884.0
Furniture,918,4110884.0
Furniture,121,4110884.0
Furniture,514,4110884.0
Furniture,1498,4110884.0
Furniture,933,4110884.0
Furniture,345,4110884.0
Furniture,103,4110884.0
Furniture,234,4110884.0
Furniture,621,4110884.0
Furniture,483,4110884.0
Furniture,387,4110884.0
Furniture,204,4110884.0
Furniture,35,4110884.0
Furniture,456,4110884.0
Furniture,377,4110884.0
Furniture,564,4110884.0
Furniture,80,4110884.0
Furniture,206,4110884.0
Furniture,366,4110884.0
Furniture,331,4110884.0
Furniture,3407,4110884.0
Furniture,630,4110884.0
Furniture,876,4110884.0
Furniture,121,4110884.0
Furniture,727,4110884.0
Furniture,239,4110884.0
Furniture,425,4110884.0
Furniture,393,4110884.0
Furniture,478,4110884.0
Furniture,383,4110884.0
Furniture,274,4110884.0
Furniture,473,4110884.0
Furniture,245,4110884.0
Furniture,562,4110884.0
Furniture,1279,4110884.0
Furniture,240,4110884.0
Furniture,599,4110884.0
Furniture,174,4110884.0
Furniture,371,4110884.0
Furniture,1273,4110884.0
Furniture,257,4110884.0
Furniture,557,4110884.0
Furniture,190,4110884.0
Furniture,244,4110884.0
Furniture,550,4110884.0
Furniture,182,4110884.0
Furniture,1053,4110884.0
Furniture,365,4110884.0
Furniture,359,4110884.0
Furniture,375,4110884.0
Furniture,446,4110884.0
Furniture,683,4110884.0
Furniture,512,4110884.0
Furniture,426,4110884.0
Furniture,958,4110884.0
Furniture,121,4110884.0
Furniture,293,4110884.0
Furniture,411,4110884.0
Furniture,1553,4110884.0
Furniture,308,4110884.0
Furniture,586,4110884.0
Furniture,278,4110884.0
Furniture,393,4110884.0
Furniture,195,4110884.0
Furniture,200,4110884.0
Furniture,510,4110884.0
Furniture,192,4110884.0
Furniture,494,4110884.0
Furniture,4298,4110884.0
Furniture,255,4110884.0
Furniture,275,4110884.0
Furniture,411,4110884.0
Furniture,146,4110884.0
Furniture,306,4110884.0
Furniture,223,4110884.0
Furniture,945,4110884.0
Furniture,386,4110884.0
Furniture,617,4110884.0
Furniture,329,4110884.0
Furniture,436,4110884.0
Furniture,74,4110884.0
Furniture,174,4110884.0
Furniture,219,4110884.0
Furniture,71,4110884.0
Furniture,120,4110884.0
Furniture,291,4110884.0
Furniture,700,4110884.0
Furniture,194,4110884.0
Furniture,308,4110884.0
Furniture,206,4110884.0
Furniture,1198,4110884.0
Furniture,291,4110884.0
Furniture,334,4110884.0
Furniture,1142,4110884.0
Furniture,1243,4110884.0
Furniture,977,4110884.0
Furniture,80,4110884.0
Furniture,167,4110884.0
Furniture,128,4110884.0
Furniture,146,4110884.0
Furniture,221,4110884.0
Furniture,489,4110884.0
Furniture,273,4110884.0
Furniture,2888,4110884.0
Furniture,2254,4110884.0
Furniture,81,4110884.0
Furniture,589,4110884.0
Furniture,91,4110884.0
Furniture,182,4110884.0
Furniture,255,4110884.0
Furniture,1282,4110884.0
Furniture,164,4110884.0
Furniture,664,4110884.0
Furniture,1045,4110884.0
Furniture,173,4110884.0
Furniture,858,4110884.0
Furniture,385,4110884.0
Furniture,272,4110884.0
Furniture,208,4110884.0
Furniture,208,4110884.0
Furniture,2563,4110884.0
Furniture,313,4110884.0
Furniture,867,4110884.0
Furniture,313,4110884.0
Furniture,408,4110884.0
Furniture,246,4110884.0
Furniture,428,4110884.0
Furniture,142,4110884.0
Furniture,599,4110884.0
Furniture,331,4110884.0
Furniture,573,4110884.0
Furniture,209,4110884.0
Furniture,146,4110884.0
Furniture,254,4110884.0
Furniture,408,4110884.0
Furniture,443,4110884.0
Furniture,435,4110884.0
Furniture,659,4110884.0
Furniture,1317,4110884.0
Furniture,328,4110884.0
Furniture,327,4110884.0
Furniture,314,4110884.0
Furniture,165,4110884.0
Furniture,384,4110884.0
Furniture,578,4110884.0
Furniture,2621,4110884.0
Furniture,205,4110884.0
Furniture,328,4110884.0
Furniture,200,4110884.0
Furniture,344,4110884.0
Furniture,481,4110884.0
Furniture,27,4110884.0
Furniture,272,4110884.0
Furniture,284,4110884.0
Furniture,383,4110884.0
Furniture,1091,4110884.0
Furniture,1931,4110884.0
Furniture,118,4110884.0
Furniture,128,4110884.0
Furniture,128,4110884.0
Furniture,384,4110884.0
Furniture,1018,4110884.0
Furniture,767,4110884.0
Furniture,53,4110884.0
Furniture,192,4110884.0
Furniture,69,4110884.0
Furniture,136,4110884.0
Furniture,589,4110884.0
Furniture,580,4110884.0
Furniture,632,4110884.0
Furniture,887,4110884.0
Furniture,464,4110884.0
Furniture,3785,4110884.0
Furniture,173,4110884.0
Furniture,367,4110884.0
Furniture,614,4110884.0
Furniture,1580,4110884.0
Furniture,1072,4110884.0
Furniture,272,4110884.0
Furniture,463,4110884.0
Furniture,192,4110884.0
Furniture,400,4110884.0
Furniture,543,4110884.0
Furniture,632,4110884.0
Furniture,377,4110884.0
Furniture,319,4110884.0
Furniture,837,4110884.0
Furniture,364,4110884.0
Furniture,362,4110884.0
Furniture,1449,4110884.0
Furniture,110,4110884.0
Furniture,210,4110884.0
Furniture,103,4110884.0
Furniture,1523,4110884.0
Furniture,91,4110884.0
Furniture,64,4110884.0
Furniture,992,4110884.0
Furniture,273,4110884.0
Furniture,284,4110884.0
Furniture,344,4110884.0
Furniture,215,4110884.0
Furniture,1048,4110884.0
Furniture,456,4110884.0
Furniture,329,4110884.0
Furniture,661,4110884.0
Furniture,205,4110884.0
Furniture,1549,4110884.0
Furniture,52,4110884.0
Furniture,137,4110884.0
Furniture,1422,4110884.0
Furniture,410,4110884.0
Furniture,172,4110884.0
Furniture,331,4110884.0
Furniture,155,4110884.0
Furniture,64,4110884.0
Furniture,760,4110884.0
Furniture,116,4110884.0
Furniture,48,4110884.0
Furniture,899,4110884.0
Furniture,458,4110884.0
Furniture,128,4110884.0
Furniture,87,4110884.0
Furniture,1537,4110884.0
Furniture,449,4110884.0
Furniture,1475,4110884.0
Furniture,155,4110884.0
Furniture,99,4110884.0
Furniture,85,4110884.0
Furniture,300,4110884.0
Furniture,301,4110884.0
Furniture,71,4110884.0
Furniture,397,4110884.0
Furniture,35,4110884.0
Furniture,598,4110884.0
Furniture,483,4110884.0
Furniture,317,4110884.0
Furniture,182,4110884.0
Furniture,452,4110884.0
Furniture,910,4110884.0
Furniture,611,4110884.0
Furniture,183,4110884.0
Furniture,281,4110884.0
Furniture,281,4110884.0
Furniture,302,4110884.0
Furniture,8,4110884.0
Furniture,3,4110884.0
Furniture,113,4110884.0
Furniture,266,4110884.0
Furniture,56,4110884.0
Furniture,78,4110884.0
Furniture,520,4110884.0
Furniture,10,4110884.0
Furniture,255,4110884.0
Furniture,239,4110884.0
Furniture,67,4110884.0
Furniture,652,4110884.0
Furniture,8,4110884.0
Furniture,601,4110884.0
Furniture,69,4110884.0
Furniture,845,4110884.0
Furniture,242,4110884.0
Furniture,748,4110884.0
Furniture,701,4110884.0
Furniture,601,4110884.0
Furniture,14,4110884.0
Furniture,84,4110884.0
Furniture,60,4110884.0
Furniture,253,4110884.0
Furniture,540,4110884.0
Furniture,32,4110884.0
Furniture,191,4110884.0
Furniture,30,4110884.0
Furniture,626,4110884.0
Furniture,52,4110884.0
Furniture,42,4110884.0
Furniture,152,4110884.0
Furniture,385,4110884.0
Furniture,913,4110884.0
Furniture,408,4110884.0
Furniture,382,4110884.0
Furniture,796,4110884.0
Furniture,603,4110884.0
Furniture,22,4110884.0
Furniture,128,4110884.0
Furniture,367,4110884.0
Furniture,359,4110884.0
Furniture,255,4110884.0
Furniture,9,4110884.0
Furniture,33,4110884.0
Furniture,292,4110884.0
Furniture,9,4110884.0
Furniture,424,4110884.0
Furniture,37,4110884.0
Furniture,258,4110884.0
Furniture,618,4110884.0
Furniture,269,4110884.0
Furniture,62,4110884.0
Furniture,355,4110884.0
Furniture,634,4110884.0
Furniture,2,4110884.0
Furniture,6,4110884.0
Furniture,219,4110884.0
Furniture,127,4110884.0
Furniture,91,4110884.0
Furniture,65,4110884.0
Furniture,526,4110884.0
Furniture,9,4110884.0
Furniture,109,4110884.0
Furniture,24,4110884.0
Furniture,182,4110884.0
Furniture,23,4110884.0
Furniture,2,4110884.0
Furniture,44,4110884.0
Furniture,15,4110884.0
Furniture,317,4110884.0
Furniture,481,4110884.0
Furniture,48,4110884.0
Furniture,16,4110884.0
Furniture,199,4110884.0
Furniture,6,4110884.0
Furniture,25,4110884.0
Furniture,528,4110884.0
Furniture,146,4110884.0
Furniture,159,4110884.0
Furniture,63,4110884.0
Furniture,359,4110884.0
Furniture,12,4110884.0
Furniture,35,4110884.0
Furniture,213,4110884.0
Furniture,39,4110884.0
Furniture,9,4110884.0
Furniture,94,4110884.0
Furniture,215,4110884.0
Furniture,11,4110884.0
Furniture,11,4110884.0
Furniture,798,4110884.0
Furniture,360,4110884.0
Furniture,29,4110884.0
Furniture,520,4110884.0
Furniture,766,4110884.0
Furniture,825,4110884.0
Furniture,183,4110884.0
Furniture,14,4110884.0
Furniture,569,4110884.0
Furniture,470,4110884.0
Furniture,9,4110884.0
Furniture,107,4110884.0
Furniture,90,4110884.0
Furniture,22,4110884.0
Furniture,141,4110884.0
Furniture,23,4110884.0
Furniture,84,4110884.0
Furniture,177,4110884.0
Furniture,12,4110884.0
Furniture,420,4110884.0
Furniture,4,4110884.0
Furniture,23,4110884.0
Furniture,844,4110884.0
Furniture,17,4110884.0
Furniture,24,4110884.0
Furniture,170,4110884.0
Furniture,8,4110884.0
Furniture,384,4110884.0
Furniture,52,4110884.0
Furniture,5,4110884.0
Furniture,493,4110884.0
Furniture,421,4110884.0
Furniture,2065,4110884.0
Furniture,350,4110884.0
Furniture,315,4110884.0
Furniture,139,4110884.0
Furniture,373,4110884.0
Furniture,155,4110884.0
Furniture,242,4110884.0
Furniture,815,4110884.0
Furniture,337,4110884.0
Furniture,1253,4110884.0
Furniture,524,4110884.0
Furniture,67,4110884.0
Furniture,409,4110884.0
Furniture,853,4110884.0
Furniture,155,4110884.0
Furniture,64,4110884.0
Furniture,216,4110884.0
Furniture,240,4110884.0
Furniture,189,4110884.0
Furniture,399,4110884.0
Furniture,1079,4110884.0
Furniture,127,4110884.0
Furniture,113,4110884.0
Furniture,141,4110884.0
Furniture,131,4110884.0
Furniture,4416,4110884.0
Furniture,199,4110884.0
Furniture,71,4110884.0
Furniture,87,4110884.0
Furniture,458,4110884.0
Furniture,128,4110884.0
Furniture,887,4110884.0
Furniture,348,4110884.0
Furniture,380,4110884.0
Furniture,470,4110884.0
Furniture,493,4110884.0
Furniture,71,4110884.0
Furniture,887,4110884.0
Furniture,787,4110884.0
Furniture,164,4110884.0
Furniture,387,4110884.0
Furniture,423,4110884.0
Furniture,344,4110884.0
Furniture,3083,4110884.0
Furniture,301,4110884.0
Furniture,341,4110884.0
